date,NA,strain,concentration_CFU,batch,duration_h,Flowcell_no,Sample_original,Identifier,Barcode,Total_cycles,Spike_species,Kit
20220322,aDNA,Saureus-3-16S,10CFU,819,18,33,guppy-demux,S8B19,barcode03,29,Staphylococcus aureus,RAB204
20220322,aDNA,Saureus-1-16S,100CFU,819,18,33,guppy-demux,S8B19,barcode04,29,Staphylococcus aureus,RAB204
20220322,aDNA,Saureus-2-16S,100CFU,819,18,33,guppy-demux,S8B19,barcode05,29,Staphylococcus aureus,RAB204
20220322,aDNA,Saureus-3-16S,100CFU,819,18,33,guppy-demux,S8B19,barcode06,29,Staphylococcus aureus,RAB204
20220322,aDNA,TC-Saureus-1-16S,10CFU,819,18,33,guppy-demux,S8B19,barcode07,29,Staphylococcus aureus,RAB204
20220322,aDNA,TC-Saureus-2-16S,10CFU,819,18,33,guppy-demux,S8B19,barcode08,29,Staphylococcus aureus,RAB204
20220322,aDNA,TC-Saureus-3-16S,10CFU,819,18,33,guppy-demux,S8B19,barcode09,29,Staphylococcus aureus,RAB204
20220322,aDNA,TC-Saureus-1-16S,100CFU,819,18,33,guppy-demux,S8B19,barcode10,29,Staphylococcus aureus,RAB204
20220322,aDNA,TC-Saureus-2-16S,100CFU,819,18,33,guppy-demux,S8B19,barcode11,29,Staphylococcus aureus,RAB204
20220322,aDNA,TC-Saureus-3-16S,100CFU,819,18,33,guppy-demux,S8B19,barcode12,29,Staphylococcus aureus,RAB204
20220323,DNA,Cacnes-1,500CFU,820,18,35,guppy-demux,S8B20,barcode01,0,Cutibacterium acnes,RBK004
20220323,DNA,Cacnes-2,500CFU,820,18,35,guppy-demux,S8B20,barcode02,0,Cutibacterium acnes,RBK004
20220323,DNA,Cacnes-3,500CFU,820,18,35,guppy-demux,S8B20,barcode03,0,Cutibacterium acnes,RBK004
20220323,DNA,Cacnes-1,5000CFU,820,18,35,guppy-demux,S8B20,barcode04,0,Cutibacterium acnes,RBK004
20220323,DNA,Cacnes-2,5000CFU,820,18,35,guppy-demux,S8B20,barcode05,0,Cutibacterium acnes,RBK004
20220323,DNA,Cacnes-3,5000CFU,820,18,35,guppy-demux,S8B20,barcode06,0,Cutibacterium acnes,RBK004
20220323,DNA,TC-Cacnes-1,500CFU,820,18,35,guppy-demux,S8B20,barcode07,0,Cutibacterium acnes,RBK004
20220323,DNA,TC-Cacnes-2,500CFU,820,18,35,guppy-demux,S8B20,barcode08,0,Cutibacterium acnes,RBK004
20220323,DNA,TC-Cacnes-3,500CFU,820,18,35,guppy-demux,S8B20,barcode09,0,Cutibacterium acnes,RBK004
20220323,DNA,TC-Cacnes-1,5000CFU,820,18,35,guppy-demux,S8B20,barcode10,0,Cutibacterium acnes,RBK004
20220323,DNA,TC-Cacnes-2,5000CFU,820,18,35,guppy-demux,S8B20,barcode11,0,Cutibacterium acnes,RBK004
20220323,DNA,TC-Cacnes-3,5000CFU,820,18,35,guppy-demux,S8B20,barcode12,0,Cutibacterium acnes,RBK004
20220323,DNA,Saureus-1,10CFU,821,18,36,guppy-demux,S8B21,barcode01,0,Staphylococcus aureus,RBK004
20220323,DNA,Saureus-2,10CFU,821,18,36,guppy-demux,S8B21,barcode02,0,Staphylococcus aureus,RBK004
20220323,DNA,Saureus-3,10CFU,821,18,36,guppy-demux,S8B21,barcode03,0,Staphylococcus aureus,RBK004
20220323,DNA,Saureus-1,100CFU,821,18,36,guppy-demux,S8B21,barcode04,0,Staphylococcus aureus,RBK004
20220323,DNA,Saureus-2,100CFU,821,18,36,guppy-demux,S8B21,barcode05,0,Staphylococcus aureus,RBK004
20220323,DNA,Saureus-3,100CFU,821,18,36,guppy-demux,S8B21,barcode06,0,Staphylococcus aureus,RBK004
20220323,DNA,TC-Saureus-1,10CFU,821,18,36,guppy-demux,S8B21,barcode07,0,Staphylococcus aureus,RBK004
20220323,DNA,TC-Saureus-2,10CFU,821,18,36,guppy-demux,S8B21,barcode08,0,Staphylococcus aureus,RBK004
20220323,DNA,TC-Saureus-3,10CFU,821,18,36,guppy-demux,S8B21,barcode09,0,Staphylococcus aureus,RBK004
20220323,DNA,TC-Saureus-1,100CFU,821,18,36,guppy-demux,S8B21,barcode10,0,Staphylococcus aureus,RBK004
20220323,DNA,TC-Saureus-2,100CFU,821,18,36,guppy-demux,S8B21,barcode11,0,Staphylococcus aureus,RBK004
20220323,DNA,TC-Saureus-3,100CFU,821,18,36,guppy-demux,S8B21,barcode12,0,Staphylococcus aureus,RBK004
20220419,aDNA,Saureus-1-16S,10CFU,822,18,35,guppy-demux,S8B22,barcode01,29,Staphylococcus aureus,RAB204
20220419,aDNA,Saureus-2-16S,10CFU,822,18,35,guppy-demux,S8B22,barcode02,29,Staphylococcus aureus,RAB204
20220419,aDNA,Saureus-3-16S,10CFU,822,18,35,guppy-demux,S8B22,barcode03,29,Staphylococcus aureus,RAB204
20220419,aDNA,Saureus-1-16S,100CFU,822,18,35,guppy-demux,S8B22,barcode04,29,Staphylococcus aureus,RAB204
20220419,aDNA,Saureus-2-16S,100CFU,822,18,35,guppy-demux,S8B22,barcode05,29,Staphylococcus aureus,RAB204
20220419,aDNA,Saureus-3-16S,100CFU,822,18,35,guppy-demux,S8B22,barcode06,29,Staphylococcus aureus,RAB204
20220419,aDNA,TC-Saureus-1-16S,10CFU,822,18,35,guppy-demux,S8B22,barcode07,29,Staphylococcus aureus,RAB204
20220419,aDNA,TC-Saureus-2-16S,10CFU,822,18,35,guppy-demux,S8B22,barcode08,29,Staphylococcus aureus,RAB204
20220419,aDNA,TC-Saureus-3-16S,10CFU,822,18,35,guppy-demux,S8B22,barcode09,29,Staphylococcus aureus,RAB204
20220419,aDNA,TC-Saureus-1-16S,100CFU,822,18,35,guppy-demux,S8B22,barcode10,29,Staphylococcus aureus,RAB204
20220419,aDNA,TC-Saureus-2-16S,100CFU,822,18,35,guppy-demux,S8B22,barcode11,29,Staphylococcus aureus,RAB204
20220419,aDNA,TC-Saureus-3-16S,100CFU,822,18,35,guppy-demux,S8B22,barcode12,29,Staphylococcus aureus,RAB204
20220419,DNA,Bsubtilis-1,10CFU,824,18,36,guppy-demux,S8B24,barcode01,0,Bacillus subtilis,RBK004
20220419,DNA,Bsubtilis-2,10CFU,824,18,36,guppy-demux,S8B24,barcode02,0,Bacillus subtilis,RBK004
20220419,DNA,Bsubtilis-3,10CFU,824,18,36,guppy-demux,S8B24,barcode03,0,Bacillus subtilis,RBK004
20220419,DNA,Bsubtilis-1,100CFU,824,18,36,guppy-demux,S8B24,barcode04,0,Bacillus subtilis,RBK004
20220419,DNA,Bsubtilis-2,100CFU,824,18,36,guppy-demux,S8B24,barcode05,0,Bacillus subtilis,RBK004
20220419,DNA,Bsubtilis-3,100CFU,824,18,36,guppy-demux,S8B24,barcode06,0,Bacillus subtilis,RBK004
20220419,DNA,TC-Bsubtilis-1,10CFU,824,18,36,guppy-demux,S8B24,barcode07,0,Bacillus subtilis,RBK004
20220419,DNA,TC-Bsubtilis-2,10CFU,824,18,36,guppy-demux,S8B24,barcode08,0,Bacillus subtilis,RBK004
20220419,DNA,TC-Bsubtilis-3,10CFU,824,18,36,guppy-demux,S8B24,barcode09,0,Bacillus subtilis,RBK004
20220419,DNA,TC-Bsubtilis-1,100CFU,824,18,36,guppy-demux,S8B24,barcode10,0,Bacillus subtilis,RBK004
20220419,DNA,TC-Bsubtilis-2,100CFU,824,18,36,guppy-demux,S8B24,barcode11,0,Bacillus subtilis,RBK004
20220419,DNA,TC-Bsubtilis-3,100CFU,824,18,36,guppy-demux,S8B24,barcode12,0,Bacillus subtilis,RBK004
20220420,aDNA,Bsubtilis-1-16S,10CFU,823,18,37,guppy-demux,S8B23,barcode01,29,Bacillus subtilis,RAB204
20220420,aDNA,Bsubtilis-2-16S,10CFU,823,18,37,guppy-demux,S8B23,barcode02,29,Bacillus subtilis,RAB204
20220420,aDNA,Bsubtilis-3-16S,10CFU,823,18,37,guppy-demux,S8B23,barcode03,29,Bacillus subtilis,RAB204
20220420,aDNA,Bsubtilis-1-16S,100CFU,823,18,37,guppy-demux,S8B23,barcode04,29,Bacillus subtilis,RAB204
20220420,aDNA,Bsubtilis-2-16S,100CFU,823,18,37,guppy-demux,S8B23,barcode05,29,Bacillus subtilis,RAB204
20220420,aDNA,Bsubtilis-3-16S,100CFU,823,18,37,guppy-demux,S8B23,barcode06,29,Bacillus subtilis,RAB204
20220420,aDNA,TC-Bsubtilis-1-16S,10CFU,823,18,37,guppy-demux,S8B23,barcode07,29,Bacillus subtilis,RAB204
20220420,aDNA,TC-Bsubtilis-2-16S,10CFU,823,18,37,guppy-demux,S8B23,barcode08,29,Bacillus subtilis,RAB204
20220420,aDNA,TC-Bsubtilis-3-16S,10CFU,823,18,37,guppy-demux,S8B23,barcode09,29,Bacillus subtilis,RAB204
20220420,aDNA,TC-Bsubtilis-1-16S,100CFU,823,18,37,guppy-demux,S8B23,barcode10,29,Bacillus subtilis,RAB204
20220420,aDNA,TC-Bsubtilis-2-16S,100CFU,823,18,37,guppy-demux,S8B23,barcode11,29,Bacillus subtilis,RAB204
20220420,aDNA,TC-Bsubtilis-3-16S,100CFU,823,18,37,guppy-demux,S8B23,barcode12,29,Bacillus subtilis,RAB204
